Are you self-employed?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Do you currently have a mental health disorder?,Do you have a family history of mental illness?,Do you have previous employers?,Do you know the options for mental health care available under your employer-provided health coverage?,Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Does your employer provide mental health benefits as part of healthcare coverage?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Have you had a mental health disorder in the past?,Have you observed or experienced a *supportive or well handled response* to a mental health issue in your current or previous workplace?,Have your previous employers provided mental health benefits?,How many employees does your company or organization have?,How willing would you be to share with friends and family that you have a mental illness?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?","If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when not being treated effectively (i.e., when you are experiencing symptoms)?",Is your employer primarily a tech company/organization?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Were you aware of the options for mental health care provided by your previous employers?,What country do you work in?,What is your age?,Would you bring up your *mental* health with a potential employer in an interview?,Would you feel comfortable discussing a mental health issue with your coworkers?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,year
0,None did,Yes,Yes,1,Yes,"Yes, they all did",Yes,1,No,Maybe/Not sure,"Yes, they all did",More than 1000,Somewhat open,I don't know,Sometimes,Sometimes,1,Yes,"Yes, I was aware of all of them",United States of America,34.0,Maybe,Maybe,I don't know,2016
0,Unknown,Yes,No,0,Yes,Unknown,Yes,1,Yes,No,Unknown,6-25,Somewhat not open,Very easy,Rarely,Often,1,Yes,Unknown,United States of America,30.0,No,No,Unknown,2016
1,None did,Yes,I don't know,1,Unknown,None did,Unknown,1,Yes,No,"No, none did",Unknown,Somewhat open,Unknown,Rarely,Often,Unknown,Unknown,"Yes, I was aware of all of them",Denmark,30.0,Yes,Unknown,Some of my previous employers,2016
0,None did,Maybe,No,1,No,None did,I don't know,0,No,Maybe/Not sure,"No, none did",100-500,Not applicable to me (I do not have a mental illness),Somewhat easy,Not applicable to me,Not applicable to me,0,I don't know,N/A (not currently aware),United States of America,31.0,Yes,Yes,"No, at none of my previous employers",2016
0,I don't know,Yes,Yes,1,Yes,None did,Yes,1,Yes,No,"Yes, they all did",26-100,Somewhat open,Very easy,Sometimes,Often,1,Yes,"Yes, I was aware of all of them",United States of America,30.0,Yes,Yes,"No, at none of my previous employers",2016
0,Unknown,Maybe,Yes,0,I am not sure,Unknown,Yes,0,Maybe,No,Unknown,More than 1000,Somewhat open,Somewhat difficult,Not applicable to me,Not applicable to me,1,I don't know,Unknown,United States of America,32.0,No,No,Unknown,2016
1,None did,Yes,Yes,1,Unknown,None did,Unknown,0,Yes,"Yes, I observed",I don't know,Unknown,Somewhat open,Unknown,Sometimes,Often,Unknown,Unknown,N/A (not currently aware),Belgium,37.0,Maybe,Unknown,Some of my previous employers,2016
0,None did,No,No,1,Yes,None did,Yes,0,No,No,"No, none did",26-100,Somewhat open,I don't know,Not applicable to me,Not applicable to me,0,Yes,N/A (not currently aware),United States of America,51.0,Maybe,Maybe,I don't know,2016
0,None did,Yes,Yes,1,No,None did,I don't know,1,Yes,No,"No, none did",26-100,Very open,I don't know,Rarely,Often,0,I don't know,N/A (not currently aware),United States of America,26.0,Maybe,Maybe,Some of my previous employers,2016
0,None did,No,Yes,1,Yes,Some did,Yes,1,Yes,"Yes, I observed",Some did,26-100,Very open,Somewhat easy,Never,Often,1,Yes,N/A (not currently aware),United States of America,41.0,Yes,Yes,"No, at none of my previous employers",2016
0,None did,Yes,Yes,1,I am not sure,None did,I don't know,1,Yes,No,I don't know,100-500,Somewhat open,Neither easy nor difficult,Never,Often,1,I don't know,N/A (not currently aware),United States of America,39.0,Maybe,Maybe,Some of my previous employers,2016
0,None did,Maybe,Yes,1,No,None did,Yes,1,Yes,Maybe/Not sure,"Yes, they all did",6-25,Neutral,Neither easy nor difficult,Rarely,Sometimes,1,No,I was aware of some,United States of America,43.0,No,No,Some of my previous employers,2016
0,Some did,Maybe,Yes,1,I am not sure,Some did,I don't know,0,No,No,Some did,500-1000,Very open,Neither easy nor difficult,Rarely,Rarely,1,I don't know,I was aware of some,United Kingdom,30.0,Yes,Yes,Some of my previous employers,2016
0,I don't know,No,I don't know,1,Yes,None did,Yes,0,No,No,I don't know,26-100,Not applicable to me (I do not have a mental illness),Very easy,Not applicable to me,Not applicable to me,1,I don't know,N/A (not currently aware),United States of America,24.0,Maybe,Maybe,"No, at none of my previous employers",2016
1,None did,Yes,No,1,Unknown,None did,Unknown,1,Yes,Unknown,"Yes, they all did",Unknown,Somewhat open,Unknown,Not applicable to me,Not applicable to me,Unknown,Unknown,"Yes, I was aware of all of them",Netherlands,30.0,Maybe,Unknown,"No, at none of my previous employers",2016
0,Some did,Yes,Yes,1,Yes,Some did,No,1,Yes,"Yes, I experienced",Some did,26-100,Somewhat open,Somewhat difficult,Rarely,Often,0,I don't know,I was aware of some,Germany,28.0,Maybe,No,"No, at none of my previous employers",2016
1,None did,Yes,I don't know,1,Unknown,None did,Unknown,1,Yes,"Yes, I experienced",Some did,Unknown,Somewhat open,Unknown,Rarely,Sometimes,Unknown,Unknown,I was aware of some,United States of America,48.0,No,Unknown,I don't know,2016
1,Some did,Maybe,Yes,1,Unknown,Some did,Unknown,1,Maybe,"Yes, I observed",Some did,Unknown,Somewhat open,Unknown,Sometimes,Often,Unknown,Unknown,I was aware of some,United States of America,55.0,Maybe,Unknown,Some of my previous employers,2016
0,"Yes, they all did",Maybe,I don't know,1,No,"Yes, they all did",I don't know,1,Maybe,"Yes, I observed","Yes, they all did",1-5,Somewhat open,Very difficult,Not applicable to me,Often,0,I don't know,"Yes, I was aware of all of them",United States of America,36.0,Maybe,Yes,Some of my previous employers,2016
1,None did,No,No,1,Unknown,None did,Unknown,0,No,No,Some did,Unknown,Somewhat open,Unknown,Not applicable to me,Not applicable to me,Unknown,Unknown,I was aware of some,Netherlands,38.0,Yes,Unknown,Some of my previous employers,2016
0,I don't know,No,No,1,No,None did,I don't know,0,No,No,I don't know,100-500,Very open,Very easy,Not applicable to me,Not applicable to me,1,I don't know,N/A (not currently aware),France,34.0,No,Yes,Some of my previous employers,2016
0,None did,No,No,1,No,None did,Yes,0,No,No,I don't know,26-100,Neutral,Somewhat easy,Not applicable to me,Not applicable to me,1,No,"No, I only became aware later",United States of America,44.0,Maybe,No,"No, at none of my previous employers",2016
0,None did,Maybe,I don't know,1,I am not sure,None did,I don't know,1,Yes,No,"Yes, they all did",More than 1000,Somewhat open,Very difficult,Rarely,Sometimes,0,I don't know,I was aware of some,United States of America,45.0,No,No,Some of my previous employers,2016
0,Some did,Maybe,I don't know,1,No,Some did,Yes,1,Yes,"Yes, I observed",Some did,6-25,Not open at all,Somewhat difficult,Rarely,Often,1,I don't know,I was aware of some,United States of America,45.0,Maybe,Maybe,"No, at none of my previous employers",2016
0,None did,Yes,Yes,1,I am not sure,None did,No,1,Yes,"Yes, I observed","No, none did",500-1000,Somewhat open,Somewhat difficult,Never,Sometimes,1,I don't know,N/A (not currently aware),United States of America,30.0,Yes,Maybe,Some of my previous employers,2016
0,Some did,Yes,I don't know,1,No,Some did,Yes,1,Yes,"Yes, I observed",Some did,More than 1000,Neutral,I don't know,Rarely,Rarely,0,Yes,I was aware of some,United States of America,34.0,No,Maybe,"No, at none of my previous employers",2016
0,None did,No,Yes,1,No,None did,I don't know,0,No,Maybe/Not sure,I don't know,More than 1000,Somewhat open,Neither easy nor difficult,Not applicable to me,Not applicable to me,1,I don't know,N/A (not currently aware),United States of America,37.0,No,Maybe,Some of my previous employers,2016
0,None did,No,No,1,I am not sure,Some did,Yes,0,No,No,Some did,More than 1000,Not applicable to me (I do not have a mental illness),I don't know,Not applicable to me,Not applicable to me,0,Yes,I was aware of some,United States of America,38.0,Maybe,No,I don't know,2016
0,None did,Maybe,No,1,No,None did,Yes,1,No,No,I don't know,26-100,Neutral,I don't know,Rarely,Sometimes,1,I don't know,N/A (not currently aware),United States of America,31.0,Maybe,No,I don't know,2016
0,Some did,No,No,1,I am not sure,Some did,I don't know,0,No,No,Some did,26-100,Somewhat open,Somewhat easy,Not applicable to me,Not applicable to me,1,I don't know,"Yes, I was aware of all of them",United States of America,33.0,Yes,Yes,"Yes, at all of my previous employers",2016
0,Some did,Yes,I don't know,1,Yes,Some did,Yes,1,Yes,Maybe/Not sure,"Yes, they all did",100-500,Somewhat open,Somewhat difficult,Rarely,Sometimes,1,I don't know,I was aware of some,United States of America,29.0,Maybe,No,Some of my previous employers,2016
0,I don't know,Yes,Yes,1,Yes,Some did,Yes,1,Yes,"Yes, I experienced",Some did,100-500,Very open,Somewhat easy,Rarely,Sometimes,1,Yes,I was aware of some,United States of America,35.0,Yes,Yes,Some of my previous employers,2016
0,Some did,Yes,Yes,1,Yes,Some did,No,1,Yes,"Yes, I experienced",Some did,1-5,Somewhat open,Very difficult,Sometimes,Often,1,No,"Yes, I was aware of all of them",Canada,42.0,No,No,"No, at none of my previous employers",2016
0,None did,No,I don't know,1,No,None did,I don't know,0,No,Maybe/Not sure,I don't know,26-100,Somewhat open,I don't know,Not applicable to me,Not applicable to me,1,I don't know,N/A (not currently aware),United States of America,26.0,No,No,Some of my previous employers,2016
0,None did,Maybe,Yes,1,No,None did,Yes,1,Maybe,Maybe/Not sure,I don't know,500-1000,Somewhat open,I don't know,Sometimes,Sometimes,1,I don't know,N/A (not currently aware),United States of America,36.0,Maybe,Maybe,Some of my previous employers,2016
0,Unknown,Yes,Yes,0,I am not sure,Unknown,I don't know,1,Yes,No,Unknown,26-100,Somewhat not open,I don't know,Sometimes,Sometimes,1,I don't know,Unknown,United Kingdom,21.0,Maybe,Maybe,Unknown,2016
0,None did,Yes,I don't know,1,I am not sure,Some did,Yes,1,Yes,No,Some did,26-100,Very open,Somewhat easy,Rarely,Often,1,No,N/A (not currently aware),United States of America,34.0,Yes,No,"Yes, at all of my previous employers",2016
1,None did,Maybe,I don't know,1,Unknown,None did,Unknown,0,Maybe,No,"No, none did",Unknown,Very open,Unknown,Not applicable to me,Not applicable to me,Unknown,Unknown,N/A (not currently aware),Germany,40.0,No,Unknown,"No, at none of my previous employers",2016
0,None did,Yes,No,1,No,None did,Yes,1,Yes,"Yes, I experienced",Some did,26-100,Somewhat open,Very difficult,Rarely,Often,1,I don't know,I was aware of some,United States of America,35.0,Maybe,Maybe,Some of my previous employers,2016
0,None did,No,No,1,Yes,None did,Yes,1,No,Maybe/Not sure,"No, none did",6-25,Very open,Somewhat easy,Never,Often,1,No,"Yes, I was aware of all of them",United States of America,44.0,Maybe,Yes,"No, at none of my previous employers",2016
0,None did,No,Yes,1,No,None did,I don't know,0,Yes,"Yes, I experienced",Some did,6-25,Very open,Somewhat difficult,Sometimes,Sometimes,1,I don't know,I was aware of some,Canada,35.0,Maybe,Yes,"No, at none of my previous employers",2016
0,None did,No,No,1,Unknown,None did,No,0,No,"Yes, I observed","No, none did",More than 1000,Somewhat open,Very difficult,Not applicable to me,Not applicable to me,1,I don't know,N/A (not currently aware),United States of America,45.0,No,No,"No, at none of my previous employers",2016
0,Some did,Yes,No,1,Yes,Some did,Yes,1,Yes,No,Some did,More than 1000,Very open,Very easy,Never,Sometimes,0,Yes,"Yes, I was aware of all of them",United States of America,42.0,Yes,Maybe,Some of my previous employers,2016
1,None did,Yes,I don't know,1,Unknown,Some did,Unknown,0,Yes,"Yes, I experienced",Some did,Unknown,Somewhat open,Unknown,Rarely,Sometimes,Unknown,Unknown,I was aware of some,United States of America,40.0,Maybe,Unknown,Some of my previous employers,2016
0,Some did,Maybe,Yes,1,No,Some did,Yes,1,Maybe,No,I don't know,100-500,Somewhat open,I don't know,Not applicable to me,Sometimes,1,I don't know,I was aware of some,United States of America,36.0,Maybe,Maybe,Some of my previous employers,2016
1,None did,Yes,Yes,1,Unknown,None did,Unknown,1,Yes,Maybe/Not sure,"Yes, they all did",Unknown,Very open,Unknown,Sometimes,Often,Unknown,Unknown,I was aware of some,United States of America,31.0,Maybe,Unknown,Some of my previous employers,2016
0,"Yes, they all did",No,I don't know,1,No,Some did,I don't know,0,Maybe,No,"Yes, they all did",26-100,Somewhat open,Very easy,Not applicable to me,Not applicable to me,1,I don't know,I was aware of some,United States of America,29.0,Maybe,Yes,"Yes, at all of my previous employers",2016
0,Unknown,No,No,0,No,Unknown,Yes,0,No,No,Unknown,100-500,Not open at all,Somewhat easy,Not applicable to me,Not applicable to me,1,I don't know,Unknown,United States of America,37.0,Yes,Yes,Unknown,2016
0,None did,Yes,I don't know,1,I am not sure,None did,No,1,Yes,Maybe/Not sure,Some did,26-100,Neutral,Very difficult,Sometimes,Often,1,Yes,"No, I only became aware later",United States of America,31.0,No,Maybe,Some of my previous employers,2016
0,None did,No,No,1,No,None did,I don't know,0,No,Unknown,"No, none did",More than 1000,Somewhat not open,Somewhat difficult,Not applicable to me,Not applicable to me,0,I don't know,N/A (not currently aware),Canada,42.0,No,No,I don't know,2016
0,Some did,No,No,1,Yes,None did,Yes,0,Maybe,No,Some did,500-1000,Neutral,Somewhat easy,Not applicable to me,Not applicable to me,1,Yes,"No, I only became aware later",United States of America,25.0,No,No,"No, at none of my previous employers",2016
0,None did,Yes,Yes,1,Yes,Some did,Yes,1,Yes,"Yes, I experienced",I don't know,6-25,Somewhat open,Very easy,Sometimes,Often,1,Yes,N/A (not currently aware),United States of America,27.0,Yes,Maybe,I don't know,2016
0,None did,Yes,No,1,Yes,None did,Yes,1,Yes,Maybe/Not sure,Some did,More than 1000,Very open,Somewhat difficult,Sometimes,Often,0,I don't know,I was aware of some,United States of America,41.0,No,Maybe,Some of my previous employers,2016
0,Unknown,Yes,No,0,Yes,Unknown,Yes,0,Yes,Maybe/Not sure,Unknown,100-500,Somewhat open,Somewhat easy,Rarely,Often,1,I don't know,Unknown,United States of America,41.0,Yes,Maybe,Unknown,2016
0,Unknown,No,I don't know,0,Yes,Unknown,Yes,1,No,No,Unknown,More than 1000,Not applicable to me (I do not have a mental illness),Very easy,Not applicable to me,Not applicable to me,0,Yes,Unknown,United States of America,55.0,Maybe,No,Unknown,2016
0,I don't know,Yes,No,1,Yes,None did,Yes,0,Yes,Maybe/Not sure,"No, none did",More than 1000,Somewhat open,Neither easy nor difficult,Not applicable to me,Not applicable to me,1,Yes,I was aware of some,United States of America,21.0,Yes,Maybe,"No, at none of my previous employers",2016
0,None did,No,No,1,I am not sure,None did,I don't know,0,No,No,"Yes, they all did",More than 1000,Not applicable to me (I do not have a mental illness),Very easy,Not applicable to me,Not applicable to me,0,I don't know,I was aware of some,Netherlands,37.0,Maybe,No,Some of my previous employers,2016
0,None did,No,No,1,No,None did,I don't know,0,No,Unknown,"No, none did",More than 1000,Not applicable to me (I do not have a mental illness),Very easy,Not applicable to me,Not applicable to me,0,Yes,N/A (not currently aware),Netherlands,34.0,Maybe,Maybe,Some of my previous employers,2016
0,None did,Maybe,I don't know,1,Yes,Some did,Yes,0,No,No,I don't know,More than 1000,Somewhat not open,I don't know,Not applicable to me,Sometimes,0,I don't know,N/A (not currently aware),United Kingdom,40.0,Maybe,No,"No, at none of my previous employers",2016
0,I don't know,Maybe,No,1,I am not sure,Some did,Yes,0,No,Maybe/Not sure,I don't know,More than 1000,Not applicable to me (I do not have a mental illness),Somewhat easy,Not applicable to me,Sometimes,0,I don't know,N/A (not currently aware),Germany,36.0,Yes,No,Some of my previous employers,2016
0,None did,Maybe,No,1,I am not sure,Some did,No,0,No,"Yes, I observed",Some did,26-100,Somewhat open,Somewhat easy,Sometimes,Sometimes,1,No,I was aware of some,Germany,25.0,Maybe,Yes,Some of my previous employers,2016
0,I don't know,No,No,1,I am not sure,None did,I don't know,0,No,No,I don't know,100-500,Somewhat open,Neither easy nor difficult,Not applicable to me,Not applicable to me,1,I don't know,N/A (not currently aware),United States of America,35.0,Maybe,Maybe,"Yes, at all of my previous employers",2016
0,None did,No,I don't know,1,I am not sure,Some did,No,1,Maybe,Maybe/Not sure,Some did,6-25,Somewhat open,Neither easy nor difficult,Not applicable to me,Not applicable to me,1,I don't know,I was aware of some,United States of America,37.0,Maybe,Maybe,Some of my previous employers,2016
0,None did,Maybe,I don't know,1,No,Some did,Yes,0,Maybe,No,Some did,More than 1000,Somewhat not open,Neither easy nor difficult,Not applicable to me,Sometimes,0,I don't know,"No, I only became aware later",United States of America,45.0,No,No,Some of my previous employers,2016
0,None did,Yes,Yes,1,Unknown,None did,No,1,Yes,Maybe/Not sure,"No, none did",6-25,Not open at all,Neither easy nor difficult,Sometimes,Often,1,No,I was aware of some,United States of America,26.0,No,Yes,"No, at none of my previous employers",2016
0,Unknown,No,No,0,I am not sure,Unknown,Yes,0,No,No,Unknown,26-100,Somewhat open,Somewhat easy,Not applicable to me,Not applicable to me,1,Yes,Unknown,United States of America,23.0,Maybe,Maybe,Unknown,2016
0,None did,Yes,Yes,1,Yes,None did,Yes,1,Yes,"Yes, I observed",Some did,26-100,Somewhat open,Somewhat difficult,Sometimes,Often,1,Yes,"No, I only became aware later",United States of America,22.0,Maybe,No,Some of my previous employers,2016
0,I don't know,Yes,Yes,1,I am not sure,None did,I don't know,1,Yes,Maybe/Not sure,I don't know,26-100,Somewhat open,Somewhat easy,Rarely,Often,1,I don't know,N/A (not currently aware),United States of America,46.0,No,Maybe,Some of my previous employers,2016
